759,909,2
392,36,2
964,921,2
79,712,2
89,60,2
824,896,2
456,435,2
796,111,1
426,143,1
574,970,2
461,800,2
933,436,2
244,720,2
654,813,2
597,315,2
846,859,2
232,395,2
822,83,2
932,826,2
273,319,2
515,317,2
425,228,2
629,319,2
95,637,2
758,920,2
441,685,2
334,175,2
870,885,2
533,225,2
243,690,2
534,139,2
540,946,2
670,818,2
527,746,2
413,702,2
124,120,2
660,112,2
717,115,2
518,263,2
90,816,1
311,763,2
876,225,2
118,913,2
834,549,2
98,32,1
594,829,2
686,665,2
554,546,2
261,154,1
864,727,2
391,973,2
502,337,2
63,782,2
770,133,2
693,669,2
492,8,2
232,810,2
140,667,2
889,710,2
498,505,2
220,243,2
842,600,2
347,371,2
771,430,2
501,677,2
894,759,2
12,332,1
635,332,2
640,108,2
247,135,2
360,18,2
889,23,2
516,135,2
274,301,2
118,573,1
197,516,2
125,607,2
699,687,2
360,619,2
202,267,2
307,389,2
851,369,2
403,330,2
291,55,2
850,848,2
958,702,2
170,324,2
876,124,2
526,466,2
798,907,2
59,614,2
451,57,2
365,443,2
560,54,2
190,942,2
718,205,2
602,647,2
820,564,2
178,52,2
831,323,2
298,891,2
213,479,1
616,925,2
920,938,2
593,952,2
119,983,2
309,384,2
454,742,2
788,37,2
399,778,1
372,369,2
210,842,2
761,270,2
82,348,2
616,164,2
855,152,1
81,59,2
768,599,2
233,791,2
188,40,2
36,543,2
708,256,2
416,780,2
372,118,1
9,289,2
130,252,2
578,246,2
737,959,2
711,169,2
7,750,2
762,214,1
948,912,2
802,634,2
246,526,2
201,797,2
553,529,1
329,736,1
716,553,2
418,250,2
502,568,2
571,100,2
352,520,2
733,800,2
861,409,2
867,980,2
707,680,2
512,543,2
421,489,2
429,116,2
841,123,1
212,711,2
773,174,2
734,353,2
591,951,1
671,788,2
781,796,2
188,339,2
287,282,2
377,639,2
218,518,1
645,270,2
730,271,1
326,346,2
720,455,2
453,545,2
80,172,2
823,202,2
672,675,2
692,11,2
998,285,2
357,774,1
614,153,2
391,403,2
899,366,2
874,944,2
736,748,2
283,840,2
312,699,2
502,267,1
35,874,2
826,648,2
350,271,1
274,947,2
821,781,2
374,287,2
267,296,2
752,426,2
203,564,2
751,117,2
178,653,2
196,294,2
310,507,1
897,977,2
733,376,2
845,119,2
393,196,2
114,484,2
296,99,2
633,940,2
789,564,2
818,719,2
62,886,2
813,296,2
572,556,2
653,905,2
873,894,2
508,952,2
404,194,1
639,137,2
571,520,2
691,684,1
151,565,2
629,347,2
222,94,1
133,852,2
683,285,2
209,615,2
779,927,2
669,78,2
357,529,1
6,554,2
804,547,2
315,691,2
689,464,2
337,315,2
731,658,2
210,232,2
171,595,2
209,635,2
439,937,2
618,684,2
485,323,2
139,357,2
172,340,2
977,365,1
955,722,2
506,692,2
715,677,2
315,153,2
317,562,2
578,617,2
795,239,1
94,539,2
157,328,2
71,517,2
83,377,2
396,536,2
995,134,2
728,766,1
595,337,2
985,387,2
530,292,2
715,74,2
629,373,2
113,217,2
943,263,2
328,453,2
181,754,2
364,696,1
91,663,1
426,323,2
245,628,2
408,816,2
103,910,2
873,604,2
240,55,2
645,644,2
121,597,2
952,352,2
132,413,2
627,142,2
629,229,2
312,30,2
234,816,2
348,64,2
628,391,2
310,600,2
473,498,1
539,91,2
983,17,1
353,388,2
83,555,2
784,982,2
393,345,2
831,208,2
930,459,1
887,682,2
574,472,2
764,591,2
681,987,2
443,18,2
876,555,2
257,884,2
774,636,2
656,654,2
948,670,2
235,731,2
473,946,2
826,965,2
60,374,2
971,603,2
484,616,2
430,531,2
716,537,2
340,560,2
966,186,2
281,217,2
478,215,2
710,944,2
588,457,2
401,396,1
65,272,2
173,703,2
949,801,2
65,162,2
937,485,2
6,248,2
94,968,1
99,373,2
365,436,2
586,436,1
517,55,2
9,450,1
140,541,2
322,714,2
717,482,2
749,505,2
179,695,2
644,909,2
648,644,2
65,759,2
669,846,2
309,522,2
88,274,2
831,67,2
244,975,2
998,337,2
962,517,1
779,527,1
35,759,2
824,364,2
60,399,1
171,534,2
513,776,1
740,804,2
235,684,2
516,896,2
385,433,2
386,345,2
541,7,2
755,191,2
81,918,2
984,604,2
763,174,2
962,851,2
506,233,2
307,99,2
437,336,1
49,46,2
726,326,2
309,669,2
46,717,2
948,775,2
554,576,2
763,189,2
668,28,2
480,919,2
742,669,2
304,345,2
235,192,2
915,808,2
980,284,2
826,707,1
250,113,1
119,362,2
170,677,2
874,333,2
373,32,2
682,475,1
515,462,1
986,572,2
428,754,2
410,801,2
148,873,2
189,982,2
929,309,2
711,142,2
902,443,1
633,471,2
392,916,2
169,386,2
26,739,2
138,589,2
667,142,1
0,280,2
175,33,2
727,618,2
287,784,2
117,769,2
639,443,2
516,198,2
163,312,2
874,637,2
646,550,2
612,97,2
133,18,2
826,75,2
52,879,2
951,204,2
309,671,2
272,165,2
949,181,2
886,470,2
876,54,2
666,961,2
475,236,2
315,206,2
923,31,2
540,195,2
519,938,1
383,550,2
578,859,2
12,798,2
730,713,2
265,945,2
746,750,2
452,570,2
79,726,2
85,965,2
620,846,2
321,953,2
103,328,2
947,528,2
870,811,2
340,452,2
304,854,1
696,881,2
960,298,2
426,115,2
707,546,2
444,659,1
369,932,2
582,261,2
34,10,2
948,160,1
98,455,2
748,3,2
902,962,2
983,374,2
490,809,2
697,993,2
331,394,2
474,795,2
106,807,2
423,312,2
778,534,2
374,352,2
276,85,2
633,2,2
408,136,2
547,866,2
314,520,2
834,953,2
149,178,2
119,532,2
848,438,2
90,234,2
105,468,2
794,186,2
986,158,2
389,222,2
897,785,2
501,271,2
277,641,2
332,552,2
257,107,2
863,846,2
704,579,2
893,886,2
48,672,2
773,325,1
50,481,2
375,266,2
304,14,2
280,152,2
935,136,2
272,130,2
9,840,2
988,143,2
544,594,2
528,643,2
18,690,2
184,78,2
893,33,2
543,548,2
245,274,2
649,510,2
124,935,2
378,11,2
479,626,2
526,694,2
743,805,2
304,55,2
703,500,2
66,824,2
799,591,2
205,298,2
269,399,2
845,672,2
415,706,1
795,478,2
444,714,2
443,107,2
442,410,1
687,517,2
743,990,2
775,175,2
999,175,2
217,130,2
146,5,2
824,684,2
246,645,2
908,309,2
969,639,2
631,982,2
48,752,1
890,87,1
638,917,2
962,274,1
803,438,2
679,618,2
717,339,2
636,260,2
778,993,2
658,194,2
624,656,2
490,302,2
735,649,2
894,276,2
276,773,2
327,635,2
372,950,2
470,246,1
180,114,2
523,862,2
621,699,2
210,478,2
843,392,2
577,248,2
492,779,2
480,754,2
511,468,2
926,678,2
733,155,2
945,668,2
801,67,2
121,805,2
643,86,2
455,83,2
677,520,2
662,123,2
276,121,2
410,511,2
474,899,2
609,170,2
603,343,2
733,220,2
478,371,2
981,931,2
4,590,2
996,580,2
677,715,2
279,842,2
175,986,2
810,198,1
139,297,2
190,941,2
157,643,2
888,78,2
405,87,2
468,920,2
651,790,2
159,419,2
184,767,2
215,840,1
835,721,2
280,965,1
654,675,2
502,980,2
97,412,2
938,564,2
237,373,2
360,56,2
324,956,2
82,404,2
208,726,2
67,116,2
897,10,2
617,809,2
167,204,2
185,618,2
575,329,2
161,159,2
108,465,2
900,969,2
357,841,2
352,620,2
506,564,1
67,94,2
857,256,2
49,652,2
408,611,2
275,706,2
409,644,2
372,458,1
175,786,2
609,689,2
863,542,2
884,486,2
925,117,2
613,751,2
255,249,2
271,878,2
451,788,2
624,229,2
286,366,2
824,429,2
753,411,2
884,72,2
827,890,2
209,382,2
989,758,2
812,319,2
675,363,2
498,593,2
282,218,2
987,638,2
861,349,2
794,803,1
16,224,2
169,31,2
970,79,2
564,511,2
142,814,2
889,502,2
471,500,2
179,410,1
187,967,2
881,833,2
39,736,2
658,587,2
84,962,2
784,566,2
975,687,2
238,520,2
592,425,2
815,328,1
556,995,2
3,345,2
241,235,2
478,824,2
456,11,2
626,348,2
2,464,2
399,26,2
866,491,2
899,941,2
909,543,2
957,278,2
762,851,2
411,516,2
950,571,2
117,668,2
422,759,2
102,732,2
88,72,2
388,438,1
620,464,2
35,943,2
620,557,2
254,506,2
943,578,2
552,587,2
118,696,2
746,889,2
580,906,2
195,154,2
907,424,2
381,204,2
90,221,2
48,952,2
265,688,2
243,849,2
587,329,2
326,704,2
289,428,2
462,457,2
741,842,2
313,436,2
980,684,2
770,24,2
404,602,2
457,641,2
258,961,2
487,401,2
966,175,2
918,785,2
695,957,1
891,56,2
302,672,2
690,979,2
395,637,2
465,342,2
443,230,2
520,12,2
337,103,2
71,600,2
809,353,2
831,420,2
412,168,2
488,664,2
737,732,2
105,408,2
743,729,2
663,250,2
746,136,2
566,684,2
812,279,2
434,550,2
526,940,2
770,816,2
23,285,2
165,432,2
570,916,2
753,398,2
1,33,1
458,812,2
404,309,2
8,594,2
366,286,2
580,527,2
270,650,2
36,690,2
110,244,2
311,127,2
683,863,2
342,258,2
265,701,2
645,534,2
221,370,2
3,272,1
88,581,2
841,652,2
257,830,2
374,116,2
445,737,2
681,985,2
564,709,2
3,742,2
607,404,2
775,440,2
494,685,2
789,870,2
297,875,2
686,570,2
54,262,1
397,41,2
66,458,2
455,793,2
668,498,2
540,895,2
819,135,2
717,938,2
218,108,2
297,938,2
361,209,2
513,798,2
107,604,2
137,838,2
170,297,2
734,598,2
998,797,2
801,787,2
965,884,2
792,880,2
785,310,2
500,837,2
382,949,2
961,898,2
577,184,1
237,915,2
859,876,2
705,630,2
883,101,2
616,601,2
769,985,2
611,717,2
428,55,2
640,813,2
941,643,2
486,678,2
872,227,2
860,497,2
841,954,2
563,927,2
806,709,2
690,961,2
